rule,applicable_to,rule_location,type,implemented,rule_file,rule_element,rule_code,context_required,rule_id,uid
Don't nest block elements or most inline elements within <title>.,"Task, Concept, Reference, Troubleshooting, Glossary terms, Learning overview, Scripts, Field definitions",15,rng,True,ryffineCommonElements.rng,"<define name=""title"">","<element name=""title"">\n      <mixed>\n        <zeroOrMore>\n          <ref name=""common.inline""/>\n        </zeroOrMore>\n      </mixed>\n    </element>",False,106,04f5a408-60e6-4057-bf70-68de1c67c4b0
Don't conref topic titles.,"Task, Concept, Reference, Troubleshooting, Glossary terms, Learning overview, Scripts, Field definitions",15,programmatic,False,,,,False,107,e294df06-f084-4537-a0e9-729e06208e2d
All topic titles must be unique.,"Task, Concept, Reference, Troubleshooting, Glossary terms, Learning overview, Scripts, Field definitions",15,programmatic,False,,,,False,108,626ff3f5-cb47-4dc4-9fa6-8eef716a33db
Make topic titles unique and specific.,"Task, Concept, Reference, Troubleshooting, Glossary terms, Learning overview, Scripts, Field definitions",15,semantic,False,,,,False,109,c9a5ef00-fb5e-47f3-a813-c28b78715a8c
Make topic titles tell a story; titles on each parent page should hang together.,"Task, Concept, Reference, Troubleshooting, Glossary terms, Learning overview, Scripts, Field definitions",15,semantic,False,,,,False,110,680e495b-60a1-4757-867b-8a487ba98245
"Topic titles should aim for up to 70 characters, including spaces.","Task, Concept, Reference, Troubleshooting, Glossary terms, Learning overview, Scripts, Field definitions",15,programmatic,False,,,,False,111,65259087-1760-4ad5-91ed-38cc084c1f04
"For Task Topics, use an imperative verb form in the title. Example: Installing the print driver.",Task,15,semantic,False,,,,False,112,5a75d052-9784-4fc7-b233-e9bb8ba4ecd1
"For Concept Topics, use a noun phrase in the title. Example: Guidelines for titling concept topics.",Concept,15,semantic,False,,,,False,113,371b16fd-e201-4ac8-ab8e-71130bc705e7
"For Reference Topics, use noun phrases to describe the reference topic. Example: Valid Values for the XYZ Network Configuration.",Reference,16,semantic,False,,,,False,114,ab3121e7-1075-4f30-b6ae-183b5957a543
"For Reference Topics, use the name of the referenced information in the title.",Reference,16,semantic,False,,,,False,115,6dfd7c99-d702-4fca-85f5-4a3176f341e3
"For Reference Topics, title topics for specific categories of reference information consistently (e.g., include 'cables' in all cable topics).",Reference,16,semantic,False,,,,False,116,e4bbeeef-42b9-4145-b13c-4c340e578241
"For Troubleshooting Topics, summarize the observable symptom that characterizes the problem in the title.",Troubleshooting,16,semantic,False,,,,False,117,2acb93ce-329d-44dc-91ea-89568f64dc6a
"For Troubleshooting Topics, be as specific as possible regarding the context of the problem in the title.",Troubleshooting,16,semantic,False,,,,False,118,8cfc15ea-d212-4909-972b-5b33d04423e2
The required <shortdesc> element immediately follows the <title> element.,"Task, Concept, Reference, Troubleshooting, Glossary terms, Learning overview, Scripts, Field definitions",16,rng,True,ryffineConcept.rng / ryffineTask.rng / etc.,"<define name=""concept""> (example)","<ref name=""title""/>\n      <ref name=""shortdesc""/>",False,119,372faab9-2ad3-4c07-86b6-2486f067bdb4
Make the short description concise and limit it to two or three sentences.,"Task, Concept, Reference, Troubleshooting, Glossary terms, Learning overview, Scripts, Field definitions",16,semantic,False,,,,False,120,c2458e95-125c-4e53-a841-8fb4298be827
"Do not include block elements (e.g., paragraphs, lists) and most inline elements in <shortdesc>.","Task, Concept, Reference, Troubleshooting, Glossary terms, Learning overview, Scripts, Field definitions",16,rng,True,ryffineCommonElements.rng,"<define name=""shortdesc"">","<element name=""shortdesc"">\n      <mixed>\n        <zeroOrMore>\n          <ref name=""common.inline.noxref""/>\n        </zeroOrMore>\n      </mixed>\n    </element>",False,121,829fc717-4f7d-4056-ac7f-c937d75e2688
Do not simply restate the title in <shortdesc>.,"Task, Concept, Reference, Troubleshooting, Glossary terms, Learning overview, Scripts, Field definitions",17,semantic,False,,,,False,122,1dbf9c78-0375-4aee-8ca3-06b531ab326f
Limit <shortdesc> to no more than fifty words in two or three sentences.,"Task, Concept, Reference, Troubleshooting, Glossary terms, Learning overview, Scripts, Field definitions",17,programmatic,False,,,,False,123,c3b26354-72ee-4a66-9760-140fd4726426
"For topics that are not empty but are fewer than three sentences, <shortdesc> can reiterate the content if it answers a specific question.","Task, Concept, Reference, Troubleshooting, Glossary terms, Learning overview, Scripts, Field definitions",17,semantic,False,,,,False,124,aff20d78-8680-4149-a4ca-c959cf53976b
Avoid starting <shortdesc> with 'This topic...' or similar.,"Task, Concept, Reference, Troubleshooting, Glossary terms, Learning overview, Scripts, Field definitions",17,semantic,False,,,,False,125,2bb8a12c-84d1-49a9-8f2e-38e98907f54e
Do not use <shortdesc> as a lead-in sentence.,"Task, Concept, Reference, Troubleshooting, Glossary terms, Learning overview, Scripts, Field definitions",17,semantic,False,,,,False,126,a0030312-a9fc-43d2-9377-10d9fb88901a
"When writing <shortdesc>, assume user has searched for a relevant term; ensure description conveys topic meaning.","Task, Concept, Reference, Troubleshooting, Glossary terms, Learning overview, Scripts, Field definitions",17,semantic,False,,,,False,127,6cd008da-6695-4876-9c34-d9917daa5351
"For topics that have no content, do not add a <shortdesc>.","Task, Concept, Reference, Troubleshooting, Glossary terms, Learning overview, Scripts, Field definitions",17,programmatic,False,,,,False,128,00a5ea0d-ddb5-490e-8486-0e8edd477966
"Troubleshooting topics' <shortdesc> should be the 'short answer,' possibly matching the topic's first sentence.",Troubleshooting,17,semantic,False,,,,False,129,a1a4e85a-bac0-45ba-9b3a-72ddf40574eb
Avoid topics that contain nothing but a <shortdesc>.,"Task, Concept, Reference, Troubleshooting, Glossary terms, Learning overview, Scripts, Field definitions",17,programmatic,False,,,,False,130,9ea43fa7-4d63-4f9c-87a1-f0ac7dad1732
"For navigation, to group topics under a heading, use the <topichead> element in your map instead of a container topic.",Map,17,rng,False,,,,False,131,eff51c46-138e-411a-9c0b-d974479eefdd
"For task short descriptions, include: Why users need to complete the task, When users might need to complete it, Who needs to complete it.",Task,17,semantic,False,,,,False,132,8bde08de-6321-4897-a88c-1bd7d04ad138
"If more than two sentences are needed for task short description details, include it in <context> instead.",Task,17,rng,False,,,,False,133,cd96127d-ff18-4128-96be-4e222608e034
"For concept short descriptions, include: A summary of the main point, Why this information is important to the user.",Concept,17,semantic,False,,,,False,134,f25ac77d-beff-4777-8600-ddd9bf32977d
"For reference short descriptions, include: What the reference item does/is/is used for, The specific type of information provided.",Reference,18,semantic,False,,,,False,135,5bc49eb2-fbe7-450a-85f2-f4310f9200fe
"For troubleshooting short descriptions, include: Observable symptoms, When problem might occur, Who can fix it. If more than two sentences, use <condition> instead.",Troubleshooting,18,rng,False,,,,False,136,740e7a4b-0ebc-4b9a-8d00-5cb2dde4a607
"When starting or modifying a topic, add metadata to the <prolog> section.","Task, Concept, Reference, Troubleshooting, Glossary terms, Learning overview, Scripts, Field definitions",18,rng,True,ryffineMetadata.rng,"<define name=""prolog"">","<element name=""prolog"">\n      <optional>\n        <ref name=""author""/>\n      </optional>\n      <optional>\n        <ref name=""source""/>\n      </optional>\n      <optional>\n        <ref name=""critdates""/>\n      </optional>\n      <optional>\n        <ref name=""permissions""/>\n      </optional>\n      <optional>\n        <ref name=""metadata""/>\n      </optional>\n      <optional>\n        <ref name=""resourceid""/>\n      </optional>\n    </element>",False,137,57487a40-1615-49f7-bb52-20d9ed66b8d4
Include <author> in prolog to specify individual/organization responsible (limited to picklist).,"Task, Concept, Reference, Troubleshooting, Glossary terms, Learning overview, Scripts, Field definitions",18,rng,True,ryffineMetadata.rng,"<define name=""author"">","<element name=""author"">\n      <text/>\n    </element>",False,138,626af7d2-2173-4744-969b-f6010eed62f9
"Include <source> in prolog to identify resources used (e.g., document number, SME).","Task, Concept, Reference, Troubleshooting, Glossary terms, Learning overview, Scripts, Field definitions",18,rng,True,ryffineMetadata.rng,"<define name=""source"">","<element name=""source"">\n      <text/>\n    </element>",False,139,b4497aea-4012-488c-a633-6389620f2f2c
Include <critdates> in prolog to record creation/modification dates.,"Task, Concept, Reference, Troubleshooting, Glossary terms, Learning overview, Scripts, Field definitions",18,rng,True,ryffineMetadata.rng,"<define name=""critdates"">","<element name=""critdates"">\n      <optional>\n        <ref name=""created""/>\n      </optional>\n      <optional>\n        <ref name=""revised""/>\n      </optional>\n    </element>",False,140,b9faf16a-694c-4851-b06f-26c890329981
"Within <critdates>, use <created> with @date attribute for topic creation date. Do not modify this attribute again.","Task, Concept, Reference, Troubleshooting, Glossary terms, Learning overview, Scripts, Field definitions",18-19,rng,True,ryffineMetadata.rng,"<define name=""created"">","<element name=""created"">\n      <attribute name=""date"">\n        <data type=""string""/>\n      </attribute>\n    </element>",False,141,563e447b-5e2f-44f5-9ea3-2793e95abc59
"Within <critdates>, use <revised> with @modified attribute updated each time the topic is updated.","Task, Concept, Reference, Troubleshooting, Glossary terms, Learning overview, Scripts, Field definitions",19,rng,True,ryffineMetadata.rng,"<define name=""revised"">","<element name=""revised"">\n      <attribute name=""modified"">\n        <data type=""string""/>\n      </attribute>\n    </element>",False,142,15756ead-e03d-4e8f-ac80-00325ecd0c18
"Include <permissions> in prolog to identify content restrictions. Use @view attribute (e.g., internal, all).","Task, Concept, Reference, Troubleshooting, Glossary terms, Learning overview, Scripts, Field definitions",19,rng,True,ryffineMetadata.rng,"<define name=""permissions"">","<element name=""permissions"">\n      <attribute name=""view"">\n        <data type=""string""/>\n      </attribute>\n    </element>",False,143,591c45ab-9d99-4b5d-b039-ef71e5f4d725
Include <metadata> in prolog as a container for topic-level metadata.,"Task, Concept, Reference, Troubleshooting, Glossary terms, Learning overview, Scripts, Field definitions",19,rng,True,ryffineMetadata.rng,"<define name=""metadata"">","<element name=""metadata"">\n      <zeroOrMore>\n        <choice>\n          <ref name=""audience""/>\n          <ref name=""category""/>\n          <ref name=""keywords""/>\n          <ref name=""prodinfo""/>\n          <ref name=""othermeta""/>\n        </choice>\n      </zeroOrMore>\n    </element>",False,144,29783dcd-c461-4136-8de5-e63d7c6c6248
"Include <audience> in prolog to specify appropriate audience. Use attributes @type, @job, @experiencelevel.","Task, Concept, Reference, Troubleshooting, Glossary terms, Learning overview, Scripts, Field definitions",19-20,rng,True,ryffineMetadata.rng,"<define name=""audience"">","<element name=""audience"">\n      <optional>\n        <attribute name=""type"">\n          <data type=""string""/>\n        </attribute>\n      </optional>\n      <optional>\n        <attribute name=""job"">\n          <data type=""string""/>\n        </attribute>\n      </optional>\n      <optional>\n        <attribute name=""experiencelevel"">\n          <data type=""string""/>\n        </attribute>\n      </optional>\n    </element>",False,145,0092a521-866b-4c20-8f78-57411f9877e5
Nest <category> in <metadata> (prolog) to classify topic content (picklist values). Select as many as apply.,"Task, Concept, Reference, Troubleshooting, Glossary terms, Learning overview, Scripts, Field definitions",21,rng,True,ryffineMetadata.rng,"<define name=""category"">","<element name=""category"">\n      <text/>\n    </element>",False,146,382918e7-2335-42cd-a217-afc29a3eeb04
Nest <keywords> in <metadata> (prolog) as a container for keywords and index terms.,"Task, Concept, Reference, Troubleshooting, Glossary terms, Learning overview, Scripts, Field definitions",21,rng,True,ryffineMetadata.rng,"<define name=""keywords"">","<element name=""keywords"">\n      <oneOrMore>\n        <choice>\n          <ref name=""keyword""/>\n          <ref name=""indexterm""/>\n        </choice>\n      </oneOrMore>\n    </element>",False,147,aeca524a-ef18-427b-96f9-9984c59f4fc3
Nest <indexterm> in <keywords> for terms that will appear in the index and be search keywords. Can nest for secondary/tertiary terms.,"Task, Concept, Reference, Troubleshooting, Glossary terms, Learning overview, Scripts, Field definitions",21,rng,True,ryffineMetadata.rng,"<define name=""indexterm"">","<element name=""indexterm"">\n      <mixed>\n        <zeroOrMore>\n          <choice>\n            <ref name=""indexterm""/>\n            <ref name=""index-see""/>\n            <ref name=""index-see-also""/>\n          </choice>\n        </zeroOrMore>\n      </mixed>\n    </element>",False,148,3683f4ba-b1c7-4040-a8ff-ce31774cb346
Use <index-see> within <indexterm> to redirect readers to a term they should see instead.,"Task, Concept, Reference, Troubleshooting, Glossary terms, Learning overview, Scripts, Field definitions",21,rng,True,ryffineMetadata.rng,"<define name=""index-see"">","<element name=""index-see"">\n      <text/>\n    </element>",False,149,bfbc1cfa-bd80-4f02-bc1d-1c3ea073091f
Use <index-see-also> within <indexterm> to redirect readers to a term they should consult in addition.,"Task, Concept, Reference, Troubleshooting, Glossary terms, Learning overview, Scripts, Field definitions",22,rng,True,ryffineMetadata.rng,"<define name=""index-see-also"">","<element name=""index-see-also"">\n      <text/>\n    </element>",False,150,96c43f2c-7086-4972-b410-8072891a4a8b
Nest <keyword> in <keywords> for terms used as search keywords but not in an index.,"Task, Concept, Reference, Troubleshooting, Glossary terms, Learning overview, Scripts, Field definitions",22,rng,True,ryffineMetadata.rng,"<define name=""keyword"">","<element name=""keyword"">\n      <text/>\n    </element>",False,151,ba92c121-aec6-4575-a56c-c40c88fd4bb7
"Nest <prodinfo> in <metadata> (prolog) as a container for product information (name, version, component).","Task, Concept, Reference, Troubleshooting, Glossary terms, Learning overview, Scripts, Field definitions",22,rng,True,ryffineMetadata.rng,"<define name=""prodinfo"">","<element name=""prodinfo"">\n      <ref name=""prodname""/>\n      <ref name=""vrmlist""/>\n      <optional>\n        <ref name=""brand""/>\n      </optional>\n      <optional>\n        <ref name=""component""/>\n      </optional>\n      <optional>\n        <ref name=""featnum""/>\n      </optional>\n      <optional>\n        <ref name=""platform""/>\n      </optional>\n      <optional>\n        <ref name=""prognum""/>\n      </optional>\n      <optional>\n        <ref name=""series""/>\n      </optional>\n    </element>",False,152,e5e91e2f-f98a-41a5-a165-9eda73134172
"If a topic applies to multiple product/version combos, include multiple <prodinfo> elements.","Task, Concept, Reference, Troubleshooting, Glossary terms, Learning overview, Scripts, Field definitions",22,rng,True,ryffineMetadata.rng,"<define name=""metadata"">","<zeroOrMore>\n        <choice>\n          ...\n          <ref name=""prodinfo""/>\n          ...\n        </choice>\n      </zeroOrMore>\n(Allows multiple <prodinfo> within <metadata>)",False,153,1931c38f-a941-48e2-ae5d-e6365d80843c
"When using <prodinfo>, DITA requires <prodname> and <vrmlist>.","Task, Concept, Reference, Troubleshooting, Glossary terms, Learning overview, Scripts, Field definitions",22,rng,True,ryffineMetadata.rng,"<define name=""prodinfo"">","<ref name=""prodname""/>\n      <ref name=""vrmlist""/>",False,154,ee592bbc-c80d-4ccc-a58f-b4fc0ffc333c
Nest <prodname> in <prodinfo> to enter product name(s). Select at least one.,"Task, Concept, Reference, Troubleshooting, Glossary terms, Learning overview, Scripts, Field definitions",22-23,rng,True,ryffineMetadata.rng,"<define name=""prodname"">","<element name=""prodname"">\n      <text/>\n    </element>",False,155,1c7fefe0-e012-470f-a44a-d168ce4d46f8
Nest <vrmlist> in <prodinfo> as a container for one or more <vrm> elements.,"Task, Concept, Reference, Troubleshooting, Glossary terms, Learning overview, Scripts, Field definitions",23,rng,True,ryffineMetadata.rng,"<define name=""vrmlist"">","<element name=""vrmlist"">\n      <oneOrMore>\n        <ref name=""vrm""/>\n      </oneOrMore>\n    </element>",False,156,d1a5d728-b504-4013-9d40-82782e66325e
"Nest <vrm> in <vrmlist> to provide version, release, and modification numbers. Must include at least a version number.","Task, Concept, Reference, Troubleshooting, Glossary terms, Learning overview, Scripts, Field definitions",23,rng,True,ryffineMetadata.rng,"<define name=""vrm"">","<element name=""vrm"">\n      <attribute name=""version"">\n        <data type=""string""/>\n      </attribute>\n      <optional>\n        <attribute name=""release"">\n          <data type=""string""/>\n        </attribute>\n      </optional>\n      <optional>\n        <attribute name=""modification"">\n          <data type=""string""/>\n        </attribute>\n      </optional>\n    </element>",False,157,fba66461-5b2c-4960-9929-74d65027b580
Use <brand> in <prodinfo> to identify specific product brand (picklist).,"Task, Concept, Reference, Troubleshooting, Glossary terms, Learning overview, Scripts, Field definitions",23,rng,True,ryffineMetadata.rng,"<define name=""brand"">","<element name=""brand"">\n      <text/>\n    </element>",False,158,d32596a1-aaf4-4051-8cb6-cf709cc15d28
"Use <featnum> in <prodinfo> to enter tracking number for user story, defect, or task.","Task, Concept, Reference, Troubleshooting, Glossary terms, Learning overview, Scripts, Field definitions",23,rng,True,ryffineMetadata.rng,"<define name=""featnum"">","<element name=""featnum"">\n      <text/>\n    </element>",False,159,67ef7e4f-fb3d-46c4-b895-6669a848014a
Use <series> in <prodinfo> to list product series (less common).,"Task, Concept, Reference, Troubleshooting, Glossary terms, Learning overview, Scripts, Field definitions",23,rng,True,ryffineMetadata.rng,"<define name=""series"">","<element name=""series"">\n      <text/>\n    </element>",False,160,b7fa72b5-696e-40d5-8a19-1e207e296f8d
Use <prognum> in <prodinfo> for order number or product tracking code (less common).,"Task, Concept, Reference, Troubleshooting, Glossary terms, Learning overview, Scripts, Field definitions",23,rng,True,ryffineMetadata.rng,"<define name=""prognum"">","<element name=""prognum"">\n      <text/>\n    </element>",False,161,bac27e54-793c-402e-862d-82bc6ebc3a4a
Use <platform> in <prodinfo> for hardware platform information.,"Task, Concept, Reference, Troubleshooting, Glossary terms, Learning overview, Scripts, Field definitions",23,rng,True,ryffineMetadata.rng,"<define name=""platform"">","<element name=""platform"">\n      <text/>\n    </element>",False,162,8438c176-9032-4334-b8c1-3f19f9a3fc4a
Use <othermeta> in prolog to provide additional metadata. Use @name and @content attributes.,"Task, Concept, Reference, Troubleshooting, Glossary terms, Learning overview, Scripts, Field definitions",23,rng,True,ryffineMetadata.rng,"<define name=""othermeta"">","<element name=""othermeta"">\n      <attribute name=""name"">\n        <data type=""string""/>\n      </attribute>\n      <attribute name=""content"">\n        <data type=""string""/>\n      </attribute>\n    </element>",False,163,d083368b-1751-41fc-bcb0-a501867b8cab
"If file is referenced by context-sensitive help, use <resourceid> in prolog with @id attribute for contextID.","Task, Concept, Reference, Troubleshooting, Glossary terms, Learning overview, Scripts, Field definitions",24,rng,True,ryffineMetadata.rng,"<define name=""resourceid"">","<element name=""resourceid"">\n      <attribute name=""id"">\n        <data type=""string""/>\n      </attribute>\n    </element>",False,164,dfb67f7e-c875-4324-8dd3-61fadfead461
Best practice: add index terms to all topics using <indexterm>.,"Task, Concept, Reference, Troubleshooting, Glossary terms, Learning overview, Scripts, Field definitions",24,rng,False,,,,False,165,3b813eae-e2a3-497c-a28e-64ba34dc2237
"To index a term, duplicate the term within an <indexterm> element. Do not simply surround words with index tags.","Task, Concept, Reference, Troubleshooting, Glossary terms, Learning overview, Scripts, Field definitions",24,rng,False,,,,False,166,57d16f36-2384-4a7e-a2cc-88ac0cd58241
"For index terms applying to an entire topic, place in prolog. For lengthy topics, can place at start of block-level element.","Task, Concept, Reference, Troubleshooting, Glossary terms, Learning overview, Scripts, Field definitions",24,rng,False,,,,False,167,ecfcee96-829c-4378-9f7d-0eff538b1b33
Do not place <indexterm> mid-sentence.,"Task, Concept, Reference, Troubleshooting, Glossary terms, Learning overview, Scripts, Field definitions",24,programmatic,False,,,,False,168,52cd9855-4a6a-478e-9d8b-8a2e88411ce7
"If a deliverable shouldn't include an index, do not include <indexlist> in its bookmap.",Bookmap,24,rng,True,ryffineBookmap.rng,"<define name=""booklists"">","<optional>\n        <ref name=""indexlist""/>\n      </optional>",False,169,b0198509-ee2f-4ae9-94cf-5d3e50b9ad58
"Best practice: define all index terms first, then add <keyword> elements only for words not wanted in the index.","Task, Concept, Reference, Troubleshooting, Glossary terms, Learning overview, Scripts, Field definitions",24,semantic,False,,,,False,170,c1600586-da8c-4260-abf3-8015a44a15cc
Use the same <indexterm> values across topics for proper grouping. Consider a list of allowed terms or keys.,"Task, Concept, Reference, Troubleshooting, Glossary terms, Learning overview, Scripts, Field definitions",24,semantic,False,,,,False,171,191089eb-75a0-4453-9944-c79524496af7
Include an index entry only if the topic provides meaningful content for that term. Index only top two or three topics for a term.,"Task, Concept, Reference, Troubleshooting, Glossary terms, Learning overview, Scripts, Field definitions",24,semantic,False,,,,False,172,0a551e37-92cf-4405-96f2-f7f50b783460
Use only terms that appear within the text as <indexterm> entries; use keywords for synonyms.,"Task, Concept, Reference, Troubleshooting, Glossary terms, Learning overview, Scripts, Field definitions",24,rng,False,,,,False,173,52550710-a4e8-4fa3-8090-44e99b0fd1b6
"Do not capitalize index terms unless capitalized in text (e.g., proper nouns, acronyms).","Task, Concept, Reference, Troubleshooting, Glossary terms, Learning overview, Scripts, Field definitions",24,semantic,False,,,,False,174,e5fdf56e-5963-496a-86c8-61ba0419a205
Define second-level index terms by nesting <indexterm> elements. Do not go deeper than one level of nesting.,"Task, Concept, Reference, Troubleshooting, Glossary terms, Learning overview, Scripts, Field definitions",24,rng,True,ryffineMetadata.rng,"<define name=""indexterm"">","<mixed>\n        <zeroOrMore>\n          <choice>\n            <ref name=""indexterm""/>\n            ...\n          </choice>\n        </zeroOrMore>\n      </mixed>",False,175,4e3500b1-1725-4d28-b8cd-70e51db33963
You can nest more than one index term within a single primary entry.,"Task, Concept, Reference, Troubleshooting, Glossary terms, Learning overview, Scripts, Field definitions",24-25,rng,True,ryffineMetadata.rng,"<define name=""indexterm"">","<mixed>\n        <zeroOrMore>\n          <choice>\n            <ref name=""indexterm""/>\n            ...\n          </choice>\n        </zeroOrMore>\n      </mixed>",False,176,65a12828-cb24-455a-9a9f-f269acdebca2
"When nesting index terms, consider indexing the reverse.","Task, Concept, Reference, Troubleshooting, Glossary terms, Learning overview, Scripts, Field definitions",25,semantic,False,,,,False,177,11f54a3c-5d91-4cf9-9077-9111455d9ab1
Add keywords to all topics.,"Task, Concept, Reference, Troubleshooting, Glossary terms, Learning overview, Scripts, Field definitions",25,rng,False,,,,False,178,2e8baaf8-d0bb-444b-a131-f1ec8795442a
Include terms as keywords only if meaningful content is associated. Include keyword only in top two or three topics.,"Task, Concept, Reference, Troubleshooting, Glossary terms, Learning overview, Scripts, Field definitions",25,semantic,False,,,,False,179,2fc4bf60-50cc-4267-96ea-d1b7ad84eb2f
"To increase findability, include both user vocabulary and topic terms as keywords if different.","Task, Concept, Reference, Troubleshooting, Glossary terms, Learning overview, Scripts, Field definitions",25,semantic,False,,,,False,180,739e3a40-f6fa-46c8-8890-e1c9d6cf1571
Use the same <keyword> values across topics for consistency. Consider allowed terms or keys.,"Task, Concept, Reference, Troubleshooting, Glossary terms, Learning overview, Scripts, Field definitions",25,semantic,False,,,,False,181,4414ea80-c2e0-4df9-8fda-0ffe617ec40f
Include synonyms for important words in the file as keywords.,"Task, Concept, Reference, Troubleshooting, Glossary terms, Learning overview, Scripts, Field definitions",25,semantic,False,,,,False,182,1983d458-09c4-4544-9c73-03475045c7b4
Place keywords in the topic's <prolog> section only. Do not use <keyword> elements in the body of the topic.,"Task, Concept, Reference, Troubleshooting, Glossary terms, Learning overview, Scripts, Field definitions",25,rng,True,ryffineMetadata.rng,"<define name=""keywords"">","<element name=""keywords"">\n      <oneOrMore>\n        <choice>\n          <ref name=""keyword""/>\n          <ref name=""indexterm""/>\n        </choice>\n      </oneOrMore>\n    </element>\n(This rule is about placement within prolog, which is structural)",False,183,acf915d9-9f93-4fac-820d-b212e2b850d4
"Task topic structure: <task> (req), <title> (req), <shortdesc> (req), <prolog> (req), <taskbody> (req).",Task,26,rng,True,ryffineTask.rng,"<define name=""task"">","<element name=""task"">\n      <ref name=""id-atts""/>\n      <ref name=""lang-atts""/>\n      <ref name=""title""/>\n      <ref name=""shortdesc""/>\n      <ref name=""prolog""/>\n      <ref name=""taskbody""/>\n    </element>",False,184,9ab31181-f71b-42c6-8fd9-c1b0b8d1404b
"<taskbody> structure: <prereq> (opt), <context> (opt), <steps> (req) (or <steps-unordered>), <steps-informal>, <result> (opt), <example> (opt), <postreq> (opt).",Task,26,rng,True,ryffineTask.rng,"<define name=""taskbody"">","<element name=""taskbody"">\n      <optional>\n        <ref name=""prereq""/>\n      </optional>\n      <optional>\n        <ref name=""context""/>\n      </optional>\n      <choice>\n        <ref name=""steps""/>\n        <ref name=""steps-unordered""/>\n        <ref name=""steps-informal""/>\n      </choice>\n      <optional>\n        <ref name=""result""/>\n      </optional>\n      <optional>\n        <ref name=""example""/>\n      </optional>\n      <optional>\n        <ref name=""postreq""/>\n      </optional>\n    </element>",False,185,352a3783-5360-40dd-9bf6-51a1f47b7a26
"<steps> can contain <stepsection> (opt, must contain <step>), <step> (can be multiple), <info>, <stepresult>.",Task,26,rng,True,ryffineCommonElements.rng,"<define name=""steps""> / <define name=""step"">","<element name=""steps"">\n    <oneOrMore>\n      <choice>\n        <ref name=""step""/>\n        <ref name=""stepsection""/>\n      </choice>\n    </oneOrMore>\n  </element>\n... (step definition shows info, stepresult as optional children)",False,186,39defaf1-7e6a-4ff5-8dca-5ae1234e02c9
A task topic must have at least one <steps> or <steps-unordered> element.,Task,27,rng,True,ryffineTask.rng,"<define name=""taskbody"">","<choice>\n        <ref name=""steps""/>\n        <ref name=""steps-unordered""/>\n        <ref name=""steps-informal""/>\n      </choice>\n(steps-informal also an option, but text states one of steps or steps-unordered, implies steps-informal is a fallback if others not used)",False,187,4f955d8c-bb1b-4545-ac8d-074c6de81fd5
Use <prereq> to specify anything user needs to know/do before starting task. Nest an unordered list for items. Do not include introductory sentence.,Task,27,rng,True,ryffineTask.rng,"<define name=""prereq"">","<element name=""prereq"">\n      <ref name=""ul""/>  <!-- Now only <ul> is allowed -->\n    </element>",False,188,11dcae68-1379-4777-bd92-116c2b982815
Use <context> to identify purpose/goal of task. Should not replace/duplicate related concept topic.,Task,27,rng,False,,,,False,189,9abfae62-890a-46c0-a171-77d2bed63684
"Use <steps> for a numbered list of steps. <steps>, <steps-unordered>, or <steps-informal> is required.",Task,27,rng,True,ryffineTask.rng,"<define name=""taskbody"">","<choice>\n        <ref name=""steps""/>\n        <ref name=""steps-unordered""/>\n        <ref name=""steps-informal""/>\n      </choice>",False,190,3902e64c-eb7b-4538-ae96-b0a6fd7c71e6
Use <steps-unordered> if task has one step or steps don't need specific order. Formatted with checkboxes.,Task,27,rng,True,ryffineCommonElements.rng,"<define name=""steps-unordered"">","<element name=""steps-unordered"">\n    <oneOrMore>\n      <choice>\n        <ref name=""step""/>\n        <ref name=""stepsection""/>\n      </choice>\n    </oneOrMore>\n  </element>",False,191,5f4f928a-6f9b-44ca-a670-8661bc271cd2
Use <stepsection> to put a title before a set of steps. Does not interrupt step sequencing.,Task,28,rng,True,ryffineCommonElements.rng,"<define name=""stepsection"">","<element name=""stepsection"">\n    <oneOrMore>\n      <ref name=""step""/> <!-- Must contain one or more <step> elements -->\n    </oneOrMore>\n  </element>",False,192,986ee804-e43d-4fc2-adbd-6469434a227f
Use <result> to describe expected outcome for the task as a whole.,Task,28,rng,True,ryffineTask.rng,"<define name=""result"">","<element name=""result"">\n      <oneOrMore>\n        <choice>\n          <ref name=""p""/>\n          <ref name=""ul""/>\n          <ref name=""ol""/>\n          <ref name=""fig""/>\n        </choice>\n      </oneOrMore>\n    </element>",False,193,0c42f2ec-2720-49fc-b119-b110cdfcd2cd
Use <tasktroubleshooting> (optional) to help users resolve problems during a task.,Task,28,rng,False,,,,False,194,51eb21eb-1e9a-4727-ab7a-c0d8ea183a26
Use <example> in a task to include a specific scenario for completing the task.,Task,28,rng,True,ryffineTask.rng / ryffineCommonElements.rng,"<define name=""taskbody""> / <define name=""example"" combine=""choice"">","<optional>\n        <ref name=""example""/>\n      </optional> (in taskbody)\n\n<element name=""example"">\n      <ref name=""id-atts""/>\n      <optional>\n        <ref name=""title""/>\n      </optional>\n      <oneOrMore>\n        <choice>\n          <ref name=""p""/>\n          ...\n        </choice>\n      </oneOrMore>\n    </element>",False,195,6fc92c25-bb4d-4d76-a575-fe9eaf22d2e2
